label,topic
1,sprint preorders of iphone 7 and iphone 7 plus increase nearly 4 times 
0,seven morgan stanley brokers who managed 22 billion launch independent firm 
0,china aug crude oil output drops nearly 10 pct to more than 6yr low 
0,astrazeneca announces phase 3 combination trial of bydureon and farxiga 
0,alibaba cainiao to raise more money current funds good for up to 18 months 
0,yum china files to issue 10 mln shares to some yum brands employees 
0,allergan gets fda approval of natrelle inspira cohesive breast implants 
0,kg group not preferred bidder to buy mcdonald south korea unit money today 
0,accenture be approved to provide us federal agencies with hr services 
0,infosys ltd says infosys finacle partners with emirates nbd  icici bank 
0,fda accepts astrazeneca new hyperkalaemia drug application for review 
0,india wipro sees us election  brexit slowing third quarter revenue growth 
0,att nears deal to buy time warner inc for about 110share  bloomberg 
0,td bank group comments on expected impact of td ameritrade q4 results 
0,wells fargo corporate responsibility chair resigns from private equity firm 
0,toyota to recall 58 million cars in japan  china  europe over takata airbags 
0,bristol hikes 2016 profit forecast as top drugs deliver  shares jump 
0,ups expects record holiday deliveries  flags possible pension charge 
0,mgm resorts ready to bet up to 10 billion on japan casino  possibly via reit 
1,brazil court rules vale  bhp  samarco to deposit 354 million after dam burst 
1,paulson  co cuts share stake in pfizer  raises share stake in facebook 
0,carl icahn dissolves shared share stake in transocean  cuts in allergan 
0,former tcs chairman kohli refutes mistry comment on sale of co to ibm 
0,delta sees demand surge postus election  asks trump to fight gulf airlines 
0,rbs asked to create investor committee to avoid repeat of crisisera mistakes 
0,blackrock usbased active funds post record 2016 withdrawals morningstar 
0,morgan stanley gets regulatory nod to raise china securities jv stake source 
0,fitch goldman 4q16 earnings benefit from higher activity  cost management 
0,exclusive pentagon  lockheed near deal on 9 billion f35 contract  sources 
0,tmobile enters 4 bln secured term loan facility with deutsche telekom 
0,negative effective of currency rates on company results fall in third quarter 
0,amazon to spend 149 billion on air cargo hub  fans talk of bigger ambitions 
0,amazon introduces prime now delivery from new seasons market to seattle 
0,walt disney ceo on cnbc says we cannot shut our borders to immigrants 
1,saab pitches modern combat jet plant in india in twohorse race with lockheed 
0,actelion  being bought by jj  says full year core net income rose 27 percent 
0,lockheed martin f35 reliability pulled down by early versions us official 
0,barclays files for mixed shelf for undisclosed amount with the us sec 
0,bt outbids sky to retain champions league rights in 12 bln stg deal 
0,citi to add china bonds to its government bond indexes from feb 2018 
0,apollo hospitals enterprise allots ncds worth 2 bln rupees to hdfc bank 
0,brookfield asset management announces pricing of 750 mln note offering 
0,medtronic launches study for belowtheknee peripheral arterial disease 
0,novartis wins fda approval for breast cancer drug aiming for pfizer ibrance 
0,thermo fisher scientific and cell and gene therapy catapult collaborate 
0,bristolmyers squibb receives positive chmp opinion recommending opdivo 
0,honda motorcycle  scooter india appoints minoru kato as president  ceo 
0,exclusive bullying  bonuses and a red flag that bt missed in italy  sources 
1,novo onceweekly semaglutide shows consistent bloodglucose reductions 
0,fuelcell energy announces grid resiliency project with pseg long island 
0,netflix retiring 5star rating system  replacing it with thumbsupdown 
0,exclusive cardinal health nears 6 billion deal for medtronic unit  sources 
0,china sinopec shuts yanshan refinery rubber unit after environmental checks 
0,southwest airlines says march load factor 841 pct vs 846 pct year ago 
0,philips receives fda clearance to market pathology solution in the us 
0,td ameritrade holding says entered into a credit agreement with lenders 
1,dealtalkanthem contract loss could put express scripts in ma crosshairs 
0,goldman sachs files certain exhibits pursuant to its shelf registration 
0,four employees injured in incident at bp whiting  indiana refinery company 
0,sherwinwilliams co commences exchange offers and consent solicitations 
0,xchem and vertex enter into multitarget genetic disease collaboration 
0,brookfield asset management reports renewal of normal course issuer bid 
0,merck receives chmp positive opinion recommending approval of isentress 
0,taiwan au optronics orders machinery equipment from applied materials 
0,infosys launches boundaryless data lake offering on amazon web services 
1,singapore fines credit suisse  uob over 1mdblinked dealings  wraps up review 
0,refilelse to buy citi bond data and indexes business for 685 mln 
1,merck presents positive midstage data from breast cancer combo therapy 
0,chubb ceo evan greenberg elected chair of the uschina business council 
0,abbvie and principia to collaborate on oral immunoproteasome inhibitors 
1,seattle genetics  bristolmyers squibb highlight interim phase 12 data 
0,ott financial signs agreement with alipay to provide services in canada 
0,rio flags 180 million hit to firsthalf underlying profit after bond buyback 
0,red hat ceo james whitehurst fy 2017 total compensation was 111 mln 
0,thermo fisher scientific announces availability of two new immunoassays 
0,enterprise announces orla ii natural gas processing plant in west texas 
0,australian class action suit filed against johnson  johnson over pelvic mesh 
1,uk ofcom says to closely monitor bt compliance with new commitments 
0,gaming hardware maker razer seeks oct hk ipo at up to 5 bln valuationsource 
0,oando share price drops 10 pct on news of regulatory investigation 
0,morgan stanley reports 52 pct passive stake in applied optoelectronics 
0,eu medicines agency recommends approval jj unit symtuza drug for hiv 
1,exclusive saudi arabia hires goldman for riyadh airport stake sale  sources 
0,brazil banco bradesco sees lower provisions  slow lending recovery 
0,geojade petroleum in investment deal with soak oil  gas  schlumberger 
0,petrobras prepays 333 million in 2018 debt  borrows 650 million due in 2022 
0,former us senator kelly ayotte to join caterpillar board of directors 
0,paulson  co dissolves share stake in ebay  ups share stake in monsanto 
0,micron appoints anand jayapalan as storage business unit vice president 
0,intel completes subsequent offering period of tender offer for mobileye 
0,canada stockstsx up as rbc earnings boost banks  energy stocks jump with oil 
0,chunghwa telecom buys mobile phone communication systems for t176 bln 
1,bbt says reopens south florida branches in aftermath of hurricane irma 
0,australia judge dismisses 21st century fox challenge of cbs television buyout 
0,medtronic announces fda approval  us launch of spinal cord stimulator 
0,total says expects port arthur  texas refinery output to return soon 
0,live reuters newsmaker  interview with royal bank of canada ceo  david mckay 
0,exclusive us mulls further wells fargo sanction over sales abuses  source 
0,dexia to collaborate with cognizant on it and business process services 
0,china approves hp 11 billion buy of samsung printer business with curbs 
1,starbucks schultz still not running for president  launches series on amazon 
1,boeing says bombardier cseries jets may face hefty duties despite airbus deal 
0,novo nordisk vp says seeks market share from eli lilly with semaglutide 
1,visa inc declares quarterly dividend  increases dividend rate by 18 pct 
0,saudi prince alwaleed bin talal says tesla valuation too exuberant  cnbc 
0,hedge fund red kite sues barclays for 850 million over copper trading losses 
0,oneok announces west texas lpg system expansion into the delaware basin 
0,telekom ceo argues for strong no 3 player in us wireless market newspaper 
0,analog devices establishes strategic relationship with china mobile iot 
0,facebook  twitter  google executives to testify at us senate russia hearing 
0,deutsche telekom ceo tmobile us can stand alone but open to consolidation 
0,chinese companies agree to develop lng in alaska as trump visits 
0,last jedi director rian johnson to oversee new tar wars trilogy 
0,united states discussing sale of f35s to partners  us official says in uae 
0,zymeworks announces license agreement with johnson  johnson innovation 
0,anthem inc issues positive coverage decision for balloon sinus dilation 
0,rowan co unit got notice of early termination from anadarko petroleum 
0,rio tinto  china private equity prepare to bid for lithium producer sqm 
0,philips lighting repurchases shares from royal philips for 90 mln euros 
0,novo nordisk xultophy offers greater weight reductions than iglarlixi 
0,china telecom earmarked as philippines 3rd telecoms player manila officials 
0,comcast announces bonus  capital investments in wake of us tax reform 
1,prudential  legal  general reach sixth longevity reinsurance agreement 
0,chubb estimates onetime benefit of over 250 mln from new us tax law 
0,abbvie upadacitinib granted breakthrough therapy designation from fda 
1,boston scientific announces preliminary unaudited sales for q4 and fy17 
0,basilea announces completion of license agreement extension with pfizer 
0,nxp  lg electronics and hella collaborate on automotive vision platform 
0,pnc announces redemption of 15 pct senior bank notes due feb 23  2018 
0,tmobile us and twentieth century fox announce an exclusive partnership 
0,lowe nominates directors after constructive talks with de shaw 
0,national grid files rate proposal for us electric  gas distribution utility 
0,pepsico  nhl and nhlpa ink multiyear north american strategic alliance 
1,northrop beats estimates  flags concerns over slow government action 
0,goldman sachs group reports 52 pct passive stake in magicjack vocaltec 
0,spain telefonica in talks to include netflix content on tv platform source 
0,fiat chrysler  waymo expand deal for selfdriving public ridehailing service 
0,panasonic hikes outlook after q3 earnings surge on automotive demand 
0,insurer aig to take more predictable approach to 2018 reinsuranceceo 
0,india sun pharmaceutical industries decqtr consol profit down 75 pct 
0,voyager therapeutics and abbvie announce global strategic collaboration 
0,sprint announces upsizing and pricing of 15 bln senior notes offering 
0,prologis approves 9 percent increase in quarterly common stock dividend 
0,microsoft announces new updates to protect against spectre and meltdown 
0,unifor members at bell canada clerical division ratify 4year agreement 
0,apple publishes conflict minerals report for jan 1  2017dec 31  2017 
1,wells fargo ceo defends pay calls senator warren criticism inappropriate 
0,fed approves charles schwab bid to acquire nevada charles schwab trust bank 
0,us justice department urges judge to block atttime warner merger 
0,exclusive tesco veteran to head walmart jetcom as us grocery wars flare 
1,bhp says to quit global coal lobby group  stick with us chamber of commerce 
0,sinopec to cut saudi crude imports for may in response to high osps official 
0,home depot hit with erisa class action claiming retirement plan mismanagement 
0,gongio extends a1 funding round with investment from cisco investments 
0,ibm reports q1 gaap earnings per share 181 from continuing operations 
0,edwards lifesciences enters into accelerated share repurchase agreement 
0,china sinopec plans to cut saudi crude oil volumes for second month in june 
0,att says selling directv  turner would destroy value of time warner merger 
0,qualcommnxp deal still on hold in china  trade talks with us eyed sources 
0,temasek holdings private ltd ups share stake in mastercard  dowdupont 
0,barclays to sell on 5 bln irish loan book as mortgage securitisation returns 
0,exclusive anadarko seeks to raise 1415 billion for mozambique lng project 
0,glaxosmithkline says viiv granted eu marketing authorisation for juluca 
0,sage group says partnering with paypal to enable faster payment options 
1,australian antitrust watchdog loses appeal against pfizer over lipitor sales 
0,jj attacks rigged testing allegations in multiplaintiff talc cancer trial 
0,exxonmobil hires crude trader in singapore for china oil sales sources 
0,conocophillips to depose citgo petroleum in hunt for pdvsa caribbean assets 
0,phillips 66 borger  texas refinery to restart gasoline unit friday sources 
0,brazil petrobras to start up four new platforms in fourth quarter director 
0,toyota plans to expand production  shrink cost of hydrogen fuel cell vehicles 
1,exclusive trump says it be dangerous for twitter  facebook to ban accounts 
0,esperion combo therapy lowers cholesterol level by 35 percent  shares surge 
0,officialequinor to boost drilling to extend norwegian shelf life 
0,astrazeneca gets fda breakthrough therapy label for asthma treatment 
0,ing cfo steps down as backlash grows after 900 million money laundering fine 
0,australia investa postpones meeting on blackstone bid after rival ups offer 
0,lyondell houston refinery flares due to shell chemical plant upset sources 
0,general dynamics bath unit wins 39 billion us defense contract pentagon 
0,race bias lawsuit against morgan stanley sent to private arbitration 
0,blackrock and blackstone ceos withdraw from saudi conference source 
0,australia investa office fund gives blackstone four days to match rival bid 
1,brazil bolsonaro mulls military appointee to run petrobras report 
0,banco bradesco expects to raise exhsbc brazil clients profitability 
1,bradesco ceo says brazil banks to deliver proposal to cut loan rates 
0,orange bank targets 500 million euros in net banking income in europe by 2023 
0,trump tweets china to cut tax on usmade cars  revs up auto stocks 
0,china court bans sales of older iphone models in applequalcomm global battle 
1,softbank plans nvidia stake sale soon  could make about 3 billion bloomberg 
0,japan softbank to shun huawei in favor of ericsson  nokia equipment nikkei 
0,goldman sachs  jpmorgan and others back risk management startup accessfintech 
0,global marketsasian shares pull back after fed signals for more rate hikes 
0,after tragedies and big losses  hyundai looks to reverse north korea fortunes 
0,refilehuawei closes in on ericsson  sees growth in consumer sector 
0,india ongc seeks producing assets in politically stable countries 
0,basis pointindia banks being finalised for 125 bln gvk power loansources 
0,moody revises legg mason inc rating outlook to negative from stable 
0,elpida may get govt guarantee extension to talk with micronyomiuri 
0,textfitch cuts some muni bonds based on recent rtg action on rbc bank usa 
0,moody reviews locbacked ratings of vermont student assistance corp 
0,exrbs trader says brevan howard sought libor rate change 
0,china yitai coal not to start bookbuilding for hong kong ipo next weekifr 
0,moody takes action on 105 million subprime rmbs issued by citigroup 
0,midcapsampoerna agro lags on earnings quality in indonesia consumer staples 
0,blackstone  two others to buy indian business park for 367 million sources 
0,india pressinsurers eye hsbc stake in indian joint venture  economic times 
0,blackstonebacked ellington residential mortgage reit files for 100 mln ipo 
0,fitch rates charter communications operating term loan bb outlook stable 
1,exclusive thermo bids for life technologies as buyout firms circle  source 
1,us approves final year funding for lockheed martin missile system 
0,silicon valley conserves power after substation damaged by gunshots 
0,exclusive bangladesh factory banned by walmart still makes wrangler shirts 
0,internet giants deny granting government direct access to servers 
0,tivo to get 490 mln from settlement with motorola mobility  others 
0,royal bank of canada seeks wealth acquisitions valued up to c5 billion cfo 
0,adm says in talks to sell multibillion dollar cocoa unit 
0,malaysia presscimb rbs investment to break even by yearendbusiness times 
1,updatemoody affirms aa3 rating of toyota motor changes outlook to stable 
0,analysis bank of america interestrate exposure may be worse than rivals 
0,fitch revises bbva taipei branch outlook to stable affirms aatwn 
1,mongolia wants to resolve mine dispute with rio tinto by early 2014 
0,exclusive danaher  blackstone in joint bid for ashland water unit  sources 
0,india pressbharti airtel set to reduce ibm share in outsourcing dealmint 
0,china questions two more petrochina parent officials in graft probe sources 
0,indonesia presstelkomsel has 1315 mln customers as of dec  investor daily 
0,exclusive more wellknown us retailers victims of cyber attacks  sources 
0,intuitive surgical up in premarket after preliminary results 
0,india pressastrazeneca to close down bangalore rd centrefinancial express 
0,japan top three banks poised to benefit from spurt in domestic loan growth 
0,canada stockstsx posts biggest jump in 7 weeks canada  us jobs data eyed 
0,three former barclays traders in uk court on libor rigging charges 
0,chevron brazil oildrilling permission depends on report delivery regulator 
0,mongolia says seeks to end oyu tolgoi impasse at parliament session 
0,wrapup 3nato commander warns of russian threat to separatist moldova region 
0,exclusive  us set to approve international debut of f35 fighter sources 
1,japan drugmaker takeda to fight 6 bln damages awarded by us jury 
0,truck in deadly california crash on fire before collision  witness 
0,china mobile books lowest quarterly profit in five years as apps sap revenue 
0,boston scientific says sales of heart rhythm devices fall 
0,lloyds bank  franklin templeton investments  hsbc  standard chartered 
0,shunwang tech in deal to invest in online game firm with china telecom 
0,anheuserbusch inbev to reduce carbon emissions in logistics by 15 pct 
0,two gm lawyers  quality control executive among those pushed out over switch 
0,cambodia pressstrikes spur target rollback from cambodia  phnom penh post 
0,miami mortgage discrimination suits against citi  wells dismissed 
0,paypal fuels higher ebay revenue even as cyber attack  rivals weigh 
0,mexico alsea says 2qtr profit falls 416 pct on financing costs 
1,southern copper net income falls 95 pct in quarter on higher costs 
0,russia escalates economic battle with us  eu with food import ban 
0,exclusive goldman  jpmorgan in senate crosshairs for commodities holdings 
0,apple assembler pegatron sees q3 revenue boost from new smartphones 
0,mcdonald  yum release supplier data after china food safety scare 
0,australia cocacola amatil warns on profit  launches new products 
0,exclusive chrysler ram pickup may stick with steel through 2020  sources 
0,refileschwab loses 15 mln arbitration case against morgan stanley 
0,on the movemorgan stanley recruits three wisconsin brokers from wells fargo 
1,fitch rates simon property group  lp 13b sr notes a outlook stable 
0,home depot confirms security breach following target data theft 
0,barclays appoints exgoldman banker to its middle east team bloomberg 
0,eni chief under investigation by prosecutors over nigerian oil deal 
0,over half of boeing fighterjet plant machinists opt for voluntary buyouts 
0,taiwan tsmc orders equipment from yankey engineering for t7187 mln 
1,india presstoyota plans to develop midsize sedan for india economic times 
0,pratt  whitney names new commercial head amid launch of jet engine 
0,book talk norwegian executive tells women to go for success over perfection 
1,exclusive venezuela to pay exxon for nationalization from november  source 
0,bmo fc investments hires georg kydrebenburg from alliancebernstein 
0,nikkei tumbles 24 pct on global growth concerns strong yen hurts exporters 
0,british spy chief demands more access to twitter  facebook to thwart attacks 
0,hearing aid maker sonova posts lower profits after bold costco deal 
0,exclusive google aiming to go straight into car with next android  sources 
0,china alibaba to buy 550 mln stake in indian online payment firm sources 
0,lower coal revs hit norfolk southern profit upbeat on us economy 
0,japan sumitomo mitsui q3 net up on qe boost to brokerage business 
0,fiat chrysler no longer bleeding in europe  but challenges remain 
0,as mufg posts strong q3  prospects grow for buybacks by japan banks 
1,aia  pru among bidders for dbs 15 bln distribution dealsources 
1,novo nordisk plans market listing for it business within five weeks 
1,china baidu pays price of mobile shift  fourthquarter revenue disappoints 
0,exclusive honda ceo shrugs off critics will see through his supply reforms 
0,turkey eyes deal with china on missile defence despite nato concern 
0,jpmorgan names global head for investment services to hedge funds wsj 
0,china unicom warns of fall in user growth as q4 profit falls 26 pct 
0,america movil may not face tougher regulation without asset sale  regulator 
0,blackrock firstquarter fund flows jump to beef up quantitative equity team 
0,us fcc staff to be briefed on comcasttwc merger review wednesday 
0,intuitive aerial signs distribution agreement with totsu international 
0,edwards lifesciences firstquarter net profit doubles  sales rise 13 percent 
1,ge buyoutlending unit draws interest from suntrust  apollo  ares bloomberg 
0,enbridge adjusted profit misses on tolls  operating costs 
1,exclusive bright house networks plans to drop merger with charter  sources 
0,exclusive china set to delay maiden flight of c919 commercial jet  sources 
0,bank of america to improve compliance practices  pay 30 million fine to occ 
0,rapidcloud says hewlett packard joined its partnership with cs loxinfo 
0,us exim bank critics go on attack over australian satellite deal 
1,proxy adviser iss recommends investors vote against sharp  sony ceos at agms 
1,con edison largely at fault for 2014 east harlem blast  us regulator finds 
0,bombing of colombian pipeline causes environmental tragedy  ecopetrol says 
0,petrobras delays cuts to july when govt meets for oil plan sources 
0,hubei xinyangfeng fertilizer to cooperate with alibaba software firm 
0,exclusive britain targets sale of half its rbs stake in two years  sources 
0,fedex orders 50 boeing freighters in deal worth 997 billion at list prices 
0,taiwan tsmc orders equipment from marketech intl corp for t301 mln 
0,guanghui energy unit in agreement with sinopec gas on coal gas sales 
0,consumer reports says tesla p85d variant earns 100 points test score 
1,spain bbva says sale of citic bank unit stake will lift tier 1 ratio 
0,brazil oil workers tell petrobras openended strike to start friday 
1,brunswick real estate hires goldman sachs partner martin wiwennilsson 
0,kitron asa unit signs longterm supply agreement with northrop grumman 
0,telefonica and china unicom agree to exchange data center capabilities 
0,thai industrywide auto sales may slide as much as 15 pct this year 
1,clavister signs distribution agreement with japan canon it solutions 
0,uk company pension insurance deals seen totalling 15 bln in 2015aon hewitt 
0,chipmaker tsmc cuts 2015 capex by over 20 pct on weak global demand 
0,cofco ecommerce platform raises 220 million from taikang life  baidu 
0,exclusive  abbott tangles with indian regulators over cough syrup complaint 
0,taiwan tfcc allows blackstone to inspect books before potential stake deal 
0,on the movemorgan stanley wealth unit hires bofa merrill adviser 
0,rival to canadian brookfield australia port deal invokes national interest 
0,morgan stanley names collins to global healthcare banking cohead role memo 
0,brazil prosecutors charge 12 in sbm offshore graft scheme 
0,zealand pharma sanofi submits lixilan for regulatory review in the us 
0,refilefidelity drops credit card partners american express  bank of america 
0,deutsche telekom under scrutiny over working conditions at us arm tmobile 
0,cma accepts undertakings given by relx regarding jordan publishng deal 
0,chevron says will not extend contract to operate indonesia oil and gas block 
0,netflix global push grabs more customers than expected shares jump 
0,adobe escapes patent damages as federal circuit clarifies notice requirement 
0,health insurer humana takes fourthquarter charge for 2016 individual losses 
0,morgan stanley investment management announces new leadership roles 
0,toyota  bmw strongly motivated to collaborate on sportscar totoya executive 
0,brazil prosecutors seek 2 bln from odebrecht  petrobras executives 
0,cn to purchase common shares under a specific share repurchase program 
0,china mobile 2015 profit slips as rivals gain ground in 4g services 
1,dollar general plans to accelerate new store openings to 1 000 in 2017 
0,drax sees 2016 profit at top end of forecasts on national grid deal 
0,drugmakers say japan rd spending at risk after government forces price cuts 
0,honeywell said to consider sale of nylon chemicals business bloomberg 
1,tsmc orders equipment from united intergrated services  tokyo electron 
0,unilever leaves sales target unchanged despite strong start to year 
0,kremlin says sorry to goldman sachs  german paper over panama papers slipup 
1,baxter receives marketing authorization in uk  denmark for numeta g13e 
0,sp revises ibm aa rating outlook to negative on revenue declines 
0,derailed train in washington leaks hazardous chemical  disrupts rail service 
0,fitch ubs 1q16 results highlight sensitivity to drop in client transactions 
0,third point dissolves stake in morgan stanley  takes stake in broadcom 
0,xilinx appoints saar gillai  ron jankov  tom lee to board of directors 
0,bny mellon names robert kricena wealth management regional president 
0,nike said to agree to 87 million apparel deal with chelsea bloomberg 
0,bristolmyers squibb presents twoyear overall survival data on opdivo 
0,walgreens boots alliance says rosenstein steps stepped down from board 
0,tele2 says to provide 1fleet alliance with iot services across europe 
0,medivation sets record date for sanofi proposed consent solicitation 
0,amazon to open two fulfillment centers and create 1 000 fulltime jobs 
0,novartis reports 136 pct passive stake in merus nv as of may 24  2016 
0,qatar investment authority to acquire asia square tower 1 in singapore 
0,mondelez international to open research  development center in poland 
0,uk ofgem weighing up national grid cost recovery plea 
0,lawsuits against dell  hp and oracle on data compression patents can proceed 
0,cocacola now expects items to be a 56 point headwind on net revenues 
0,boeing says board declared a regular qtrly dividend of 109 per share 
0,cj group says submitted letter of intent to buy mcdonald south korean unit 
0,brazil petrobras to name silva to new top strategy post  sources 
1,walt disney says declares semiannual cash dividend of 071 per share 
1,goldman exec tells libya fund trial that offering prostitutes unacceptable 
0,kinder morgan terminals signs 10year agreement with nucor corporation 
0,brazil petrobras  brookfield extend exclusive talks over gas pipeline unit 
0,citigroup targets highgrowth firms to boost asia corporate banking business 
0,gilead sciences gets canada approval for hepatitis c treatment epclusa 
0,allergan and adamas says fda approved new  expanded label for namzaric 
0,top sabmiller shareholder says revised ab inbev offer remains unacceptable 
0,third point 1sthalf returns boosted by energy credit investments 
0,italian prosecutor proposes morgan stanley pay 32 billion over derivatives 
1,prudential financial reports q2 adj operating earnings per share 184 
1,manulife appoints gretchen garrigues as global chief marketing officer 
0,fidelity national information shares could climb 25 percentage in 12 monthsbarron 
0,anadarko petroleum files for potential mixed shelf  size not disclosed 
0,progressive corp announces public offering of 500 mln of senior notes 
0,duke energy  names former inpo leader bill webster as new board member 
0,tsmc orders machinery equipment from ebara  asml and applied materials 
1,ibm and vmware expand partnership to enable easy hybrid cloud adoption 
1,ford ceo bernard silverstone to retire joy falotico named as successor 
1,cisco says sec  doj decide not to bring enforcement actions against co 
0,general mills teams up with yahoo esports as sponsor of new live shows 
0,tsmc orders machinery equipment from genesis  murata and hermesepitek 
0,media  total considering sale of stake in norway martin linge  bloomberg 
0,bayer says merck  co integration disrupts business more than expected 
0,japan canon inc reports 199 pct stake in t2 biosystems  sec filing 
1,intercontinental exchangeice brent adv up 26 percentage yearoveryear in sept 
0,duke energy exits international businesses deals valued around 24 billion 
0,allergan says fda accepts supplemental new drug application for avycaz 
0,fitch improved markets results drive bank of america better 3q16 earnings 
0,yahoo profit beats wall st  some analysts worry over effect of hack 
0,visa declares quarterly dividend and increases dividend rate by 18 pct 
0,enterprise seaway crude pipeline system shut after cushing  oklahoma spill 
1,fiat chrysler raises profit forecast  rules out disposals this year 
0,german court issues preliminary injunction against amedes fetalis test 
0,sherwinwilliams co board elects al mistysyn cfo effective jan 2017 
0,icici bank uk launches money2india europe in sweden  norway  denmark 
0,morgan stanley to keep commissionbased iras for wealth management customers 
0,southern copper reports doubling of net income in third quarter yearonyear 
0,hermes investment joins bid for national grid gas pipelines unit sky news 
0,efghermes and hsbc selected as consultants for banque du caire ipo 
0,brazil conglomerate itausa says to bid for petrobras br distribuidora 
0,prudential financial reports q3 adjusted oper earnings per share 266 
0,boeing enters into a 248 billion  364day revolving credit agreement 
0,becton dickinson launches syringe for use with humulin r u500 insulin 
0,thermo fisher shares could rise 30 percent over the next two years barron 
0,jpmorgan chase credit card delinquency and chargeoff rate for october 
0,allstate estimated catastrophe losses for month of october of 199 mln 
0,qualcomm commences cash tender offer for all outstanding shares of nxp 
0,bids for goldmanbacked daesung gases due soon  deal seen worth 13 billion 
0,mitchell daniels and marcela donadio elected to norfolk southern board 
0,kinder morgan planning to start trans mountain construction sept 2017 
0,apple watch sales to consumers set record in holiday week  says apple cook 
1,apple appeals against eu tax ruling  brussels says no cause for low tax bill 
1,scotiabank announces plan to buy back shares through private agreement 
0,baic motor enters strategic cooperation framework agreement with baidu 
0,honda to invest 492 mln to modernize ontario manufacturing facilities 
1,morgan stanley  co international plc buys 19 pct stake in afreecatv 
0,italy looking at google proposal to settle tax dispute  source 
0,fitch global credit growth slows in 2016 macroprudential risks decreasing 
0,fitch rates sprint secured credit facility bbrr1 affirms idrs at b 
0,ri affirms canon rating at aa and announces stable outlook  ri 
0,despite dimon criticism  jpmorgan funds closely track iss on executive pay 
0,johnson  johnson reports 74 pct stake in merus nv as of dec 31  2016 
0,uniasia to restructure company enters implementation deal with newco 
0,austrian software firm raises 165 million to take on hpe and ibm in testing 
0,fiera infra acquires suncor energy 50 pct interest in cedar point ii 
0,amphenol corp reports q4 2016 results and new stock repurchase program 
0,exstryker salesman to challenge 745 000 verdict over noncompete agreement 
0,new york sues charter  alleges time warner fraud on internet speeds 
0,bradesco sets cautious goals as profit miss highlights brazil risks 
0,philip morris international qtrly adjusted earnings per share of 110 
0,us toyota executive says investments should boost truck  suv sales in 2017 
0,celgene receives second subpoena relating to past inquiry  sec filing 
1,brazil court suspends 52 bln sale of petrobras unit to brookfield 
1,petrochina aims for 7 percent boost in 2017 natural gas sales on year paper 
0,us justice dept joins whistleblower lawsuit against unitedhealth law firm 
0,hong kong union joins critics of mcdonald hk  china sale  sees pay squeeze 
0,dollar general entered unsecured amended and restated credit agreement 
0,humana enters into stock repurchase agreement with goldman  sachs  co 
1,salesforcecom forecasts lowerthanexpected q1 profit shares fall 
0,us bancorp announces redemption of all outstanding depositary shares 
0,jakks pacific renews licensing agreement with disney consumer products 
0,morgan stanley reports 61 pct passive stake in ophthotech sec filing 
0,apple siri learns shanghainese as voice assistants race to cover languages 
0,iraq talks with exxon to develop new southern fields in progress official 
1,citigroup says ceo michael corbat 2016 annual compensation 155 mln 
0,boeing  us government sign 34 billion deal for ah64e apache helicopters 
0,royal bank of canada board to engage with shareholders on proxy access 
1,american express announces new hires within global commercial payments 
0,sempra energy ceo debra reed 2016 total compensation was 188 mln 
0,jj declares actelion tender offer a success  sees closing in second quarter 
0,state street global advisors names head of uk institutional business 
0,progressive corp announces public offering of 850 mln of senior notes 
0,as kfc changes policy  yum shareholders pull proposal on cutting antibiotics 
0,tmobile signed an agreement for new red dirt wind project in oklahoma 
0,xoma receieves notice to terminate license agreement from novo nordisk 
0,nike says board approved amendments to company third restated bylaws 
0,telecoms group orange gets closer to stabilising revenues in france 
0,mondelez expects weakness in north american business to continue in q2 
1,bhp shareholder tribeca calls for sale of us shale assets  review of board 
0,european markets to benefit most from global upswing blackrock hildebrand 
0,qt vascular enters into asset purchase option agreement with medtronic 
0,chevron shuts first gorgon lng export plant unit for around a month 
0,delta and lyft team up to to offer skymiles members more opportunities 
0,brazil petrobras says april output steady at 272 mln barrelsday 
0,prudential posts q1 newbusiness profit rise  reshuffles management 
0,merck says test shows keytruda improves survival for bladder cancer patients 
1,morgan stanley technology executive hickson leaves for fintech company 
0,china telecom says shareholders approved declaration of final dividend 
0,us air force awards lockheed martin 413 mln for jassmer production 
0,xilinx says ceo moshe gavrielov 2017 total compensation was 63 mln 
0,gm confident of india dealer settlement though half object to terms sources 
1,novo nordisk submits eu application for tresiba label update 
0,fiat chrysler recalling 297 000 vehicles for inadvertent air bag deployments 
1,china aircraft leasing group announces purchases of 50 boeing aircraft 
1,mckesson ceo john hammergren fy2017 total compensation was 201 mln 
0,rosa  co announces renewal of multiyr research agreement with sanofi 
0,innogene says units reach agreement with illumina over patent dispute 
0,japan mufg to leverage morgan stanley expertise in wealth management foray 
0,oil market largely in balance  cannot expect big price rise  bp dudley says 
0,australia to compel technology firms to provide access to encrypted missives 
1,exxonmobil says will drop discussions over indonesia east natuna gas field 
0,605 establishes strategic data partnership with charter communications 
0,astrazeneca says establish strategic oncology collaboration with merck 
0,blackrock rieder says believe fed be targeting 3 rate hikes for 2018 
0,bt floats 600 millionpound plan to push broadband into remote corners of uk 
0,intel extends cash tender offer for all outstanding shares of mobileye 
0,sprint corp has proposed a merger with charter communications  source 
0,verizon to purchase infrastructure in chicago market from wideopenwest 
0,msd animal health to purchase manufacturing facility in krems  austria 
0,royal bank of scotland to redeem 121 bln dollar preference shares 
0,nokia and ericsson urge federal circuit not to undo patent case venue ruling 
0,china mobile h1 profit climbs  shares jump after special dividend 
